"row ID","Support","Confidence","Lift","Consequent","implies","Items"
"rule27",0.5349581486952241,0.6582853680702817,0.9529419690311777,"b_gill-size","<---","[f_gill-attachment c_gill-spacing w_veil-color]"
"rule28",0.5349581486952241,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment c_gill-spacing b_gill-size]"
"rule29",0.5371738060068931,0.8051660516605166,0.96024207335438,"c_gill-spacing","<---","[b_gill-size w_veil-color]"
"rule30",0.5371738060068931,0.659214501510574,0.9542869939900043,"b_gill-size","<---","[c_gill-spacing w_veil-color]"
"rule31",0.5371738060068931,0.9578577699736611,0.9820338873379635,"w_veil-color","<---","[c_gill-spacing b_gill-size]"
"rule32",0.5396356474643033,1.0,1.026535253980288,"f_gill-attachment","<---","[w_veil-color w_stalk-color-below-ring]"
"rule33",0.5396356474643033,0.5545155578041994,1.0275739944346067,"w_stalk-color-below-ring","<---","[f_gill-attachment w_veil-color]"
"rule34",0.5396356474643033,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment w_stalk-color-below-ring]"
"rule35",0.5425898572131955,0.5886752136752138,1.0072446158166464,"f_bruises","<---","[o_ring-number]"
"rule36",0.5425898572131955,0.9283909014321822,1.0072446158166464,"o_ring-number","<---","[f_bruises]"
"rule37",0.5445593303791236,0.8547140649149924,1.0193330979696709,"c_gill-spacing","<---","[s_stalk-surface-above-ring]"
"rule38",0.5445593303791236,0.6494421608925427,1.0193330979696709,"s_stalk-surface-above-ring","<---","[c_gill-spacing]"
"rule39",0.5494830132939439,1.0,1.026535253980288,"f_gill-attachment","<---","[w_stalk-color-above-ring w_veil-color]"
"rule40",0.5494830132939439,0.564634454844422,1.0275739944346067,"w_stalk-color-above-ring","<---","[f_gill-attachment w_veil-color]"
"rule41",0.5494830132939439,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment w_stalk-color-above-ring]"
"rule42",0.5534219596258001,0.6004273504273504,0.988223621327349,"s_stalk-surface-below-ring","<---","[o_ring-number]"
"rule43",0.5534219596258001,0.9108589951377632,0.988223621327349,"o_ring-number","<---","[s_stalk-surface-below-ring]"
"rule44",0.5576070901033974,0.5729825449026057,0.9803938910675588,"f_bruises","<---","[f_gill-attachment w_veil-color]"
"rule45",0.5576070901033974,0.9960422163588392,1.0224724495450102,"f_gill-attachment","<---","[f_bruises w_veil-color]"
"rule46",0.5576070901033974,0.998237108858528,1.0234323917676276,"w_veil-color","<---","[f_gill-attachment f_bruises]"
"rule47",0.5585918266863614,0.5734142026787972,0.9811324731597617,"f_bruises","<---","[f_gill-attachment]"
"rule48",0.5585918266863614,0.9557708508845831,0.9811324731597616,"f_gill-attachment","<---","[f_bruises]"
"rule49",0.5593303791235844,1.0,1.026535253980288,"f_gill-attachment","<---","[s_stalk-surface-above-ring o_ring-number w_veil-color]"
"rule50",0.5593303791235844,0.6234906695938529,0.9786008886747413,"s_stalk-surface-above-ring","<---","[f_gill-attachment o_ring-number w_veil-color]"
"rule51",0.5593303791235844,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment s_stalk-surface-above-ring o_ring-number]"
"rule52",0.5593303791235844,0.9117174959871588,0.9891550397168374,"o_ring-number","<---","[f_gill-attachment s_stalk-surface-above-ring w_veil-color]"
"rule53",0.5598227474150664,0.5739525492175669,0.9820536035896196,"f_bruises","<---","[w_veil-color]"
"rule54",0.5598227474150664,0.95787700084246,0.9820536035896195,"w_veil-color","<---","[f_bruises]"
"rule55",0.5608074839980305,0.811831789023521,0.9681916403445516,"c_gill-spacing","<---","[b_gill-size]"
"rule56",0.5608074839980305,0.6688197298884322,0.9681916403445516,"b_gill-size","<---","[c_gill-spacing]"
"rule57",0.5672082717872969,1.0,1.026535253980288,"f_gill-attachment","<---","[t_stalk-shape o_ring-number w_veil-color]"
"rule58",0.5672082717872969,0.632272228320527,1.114709110867179,"t_stalk-shape","<---","[f_gill-attachment o_ring-number w_veil-color]"
"rule59",0.5672082717872969,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment t_stalk-shape o_ring-number]"
"rule60",0.5672082717872969,1.0,1.0849358974358976,"o_ring-number","<---","[f_gill-attachment t_stalk-shape w_veil-color]"
"rule61",0.5829640571147218,0.6324786324786325,0.9927079617960607,"s_stalk-surface-above-ring","<---","[o_ring-number]"
"rule62",0.5829640571147218,0.9149922720247294,0.9927079617960607,"o_ring-number","<---","[s_stalk-surface-above-ring]"
"rule63",0.5839487936976858,1.0,1.026535253980288,"f_gill-attachment","<---","[s_stalk-surface-below-ring w_veil-color]"
"rule64",0.5839487936976858,0.600050594485201,0.9876035311178633,"s_stalk-surface-below-ring","<---","[f_gill-attachment w_veil-color]"
"rule65",0.5839487936976858,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment s_stalk-surface-below-ring]"
"rule66",0.5888724766125062,1.0,1.026535253980288,"f_gill-attachment","<---","[o_ring-number b_gill-size w_veil-color]"
"rule67",0.5888724766125062,0.6564215148188804,0.9502438322146446,"b_gill-size","<---","[f_gill-attachment o_ring-number w_veil-color]"
"rule68",0.5888724766125062,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment o_ring-number b_gill-size]"
"rule69",0.5888724766125062,0.8855979266938171,0.9608169813649265,"o_ring-number","<---","[f_gill-attachment b_gill-size w_veil-color]"
"rule70",0.6125061546036435,0.6645299145299146,0.9619816510408101,"b_gill-size","<---","[o_ring-number]"
"rule71",0.6125061546036435,0.8866714183891662,0.9619816510408101,"o_ring-number","<---","[b_gill-size]"
"rule72",0.6134908911866076,1.0,1.026535253980288,"f_gill-attachment","<---","[s_stalk-surface-above-ring w_veil-color]"
"rule73",0.6134908911866076,0.630407285605869,0.9894568756302318,"s_stalk-surface-above-ring","<---","[f_gill-attachment w_veil-color]"
"rule74",0.6134908911866076,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment s_stalk-surface-above-ring]"
"rule75",0.6649433776464796,0.9966789667896679,1.0231260963102429,"f_gill-attachment","<---","[b_gill-size w_veil-color]"
"rule76",0.6649433776464796,0.6832785226410322,0.989122365989976,"b_gill-size","<---","[f_gill-attachment w_veil-color]"
"rule77",0.6649433776464796,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment b_gill-size]"
"rule78",0.6671590349581487,0.6839979808177687,0.9901638624667772,"b_gill-size","<---","[w_veil-color]"
"rule79",0.6671590349581487,0.9657875980042766,0.9901638624667772,"w_veil-color","<---","[b_gill-size]"
"rule80",0.7720334810438207,1.0,1.026535253980288,"f_gill-attachment","<---","[o_ring-number c_gill-spacing w_veil-color]"
"rule81",0.7720334810438207,0.8605927552140504,1.0263440316146426,"c_gill-spacing","<---","[f_gill-attachment o_ring-number w_veil-color]"
"rule82",0.7720334810438207,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment o_ring-number c_gill-spacing]"
"rule83",0.7720334810438207,0.9500151469251741,1.0307055360069597,"o_ring-number","<---","[f_gill-attachment c_gill-spacing w_veil-color]"
"rule84",0.7956671590349581,0.8632478632478632,1.029510516885737,"c_gill-spacing","<---","[o_ring-number]"
"rule85",0.7956671590349581,0.9489136817381092,1.029510516885737,"o_ring-number","<---","[c_gill-spacing]"
"rule86",0.8126538650910882,0.9972809667673717,1.0237440705102512,"f_gill-attachment","<---","[c_gill-spacing w_veil-color]"
"rule87",0.8126538650910882,0.8350619782443715,0.9958959940189774,"c_gill-spacing","<---","[f_gill-attachment w_veil-color]"
"rule88",0.8126538650910882,1.0,1.0252397778899545,"w_veil-color","<---","[f_gill-attachment c_gill-spacing]"
"rule89",0.8148695224027572,0.8354366481574962,0.9963428258413828,"c_gill-spacing","<---","[w_veil-color]"
"rule90",0.8148695224027572,0.9718144450968879,0.9963428258413828,"w_veil-color","<---","[c_gill-spacing]"
"rule91",0.897095027080256,1.0,1.026535253980288,"f_gill-attachment","<---","[o_ring-number w_veil-color]"
"rule92",0.897095027080256,0.9989035087719298,1.0241156114668295,"w_veil-color","<---","[f_gill-attachment o_ring-number]"
"rule93",0.897095027080256,0.9218315203642803,1.0001281078311182,"o_ring-number","<---","[f_gill-attachment w_veil-color]"
"rule94",0.8980797636632201,0.9743589743589743,1.0002138372115628,"f_gill-attachment","<---","[o_ring-number]"
"rule95",0.8980797636632201,0.9219105382865808,1.0002138372115628,"o_ring-number","<---","[f_gill-attachment]"
"rule96",0.9731659281142294,0.997728419989904,1.0242033970176878,"f_gill-attachment","<---","[w_veil-color]"
"rule97",0.9731659281142294,0.9989891331817033,1.0242033970176878,"w_veil-color","<---","[f_gill-attachment]"
